,time,can_id,data_in_binary,data_in_hex
0,3.0371298789999996,191,1110011010101100000001101010000000000110101011000000000011101010,E6AC06A006AC00EA
1,3.0373643039999996,C9,1000010000001011100110100000000000000000100000011100000001101010,840B9A000081C06A
2,3.037614286,141,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000
3,3.037848711,C9,1000010000001011100110100000000000000000100000011100000001101010,840B9A000081C06A
4,3.0380767580000003,19B,1111011010100000100001110010001001101010101000000000000001001001,F6A087226AA00049
5,3.03831309,19D,0000101100110100110011111111111100000000010110101010000000000111,0B34CFFF005AA007
6,3.038549423,19E,1100000000000000000000000000000100001010111100000000000010111011,C00000010AF000BB
7,3.038787245,1C3,0000011010101100000001100111111000000000000000000000000100000000,06AC067E00000100
8,3.039027512,1F5,1100000000001101000011010000000000000000000000000000000011011010,C00D0D00000000DA
9,3.039271652,3D1,0000010000001011000000000000000000000000001011000000000000000000,040B0000002C0000
10,3.0395104280000003,589,1100000000000000011101111010000000000000011010000011000001101111,C00077A00068306F
11,3.042054593,1.00E+05,0100011000000000000010011000000011010010010000000001000111110010,46000980D24011F2
12,3.042564451,348,000000000000000000000000000000000000000100000001,000000000101
13,3.043649077,C1,0101100000000000000000000000000000011000000000000000000001110000,5800000018000070
14,3.0438912510000002,C5,0101100000000001000000000000000000011000000000000000000001110001,5801000018000071
15,3.04408127,120,0000000000000000111000000000000000000000,0000E00000
16,3.044323504,128,1100111111100101000000010111011100000000000000000000000000101100,CFE501770000002C
17,3.044555962,471,1000100001110110000000000000000001010101010000100000000010010101,8876000055420095
18,3.044765949,34A,000000000000000000000000000000000000000100000001,000000000101
19,3.0450106260000003,1C6,0001000000000000000100000000000000000000000000000000001100100011,1000100000000323
20,3.045252323,1.00E+09,0000111111111010000000000000000000000000000000000000001100001100,0FFA00000000030C
21,3.045488655,269,1100000000000000000101010101000001100000000000000100000011000101,C0001550600040C5
22,3.047129035,191,0010011010101100000001101010000000000110101011000000000000101010,26AC06A006AC002A
23,3.0473633999999996,C9,1000010000001011100110100000000000000000100000010000000010101010,840B9A00008100AA
24,3.0475934139999996,19B,0011011010100000100001110010001001101010101000000000000010001001,36A087226AA00089
25,3.047827839,C9,1000010000001011100110100000000000000000100000010000000010101010,840B9A00008100AA
26,3.0480641719999997,19D,0000101100111000000011111111111100000000010110101010000001001011,0B380FFF005AA04B
27,3.048304438,19E,0000000000000000000000000000000100001010111100000000000011111011,000000010AF000FB
28,3.0485485789999998,1F5,0000000000001101000011010000000000000000000000000000000000011010,000D0D000000001A
29,3.0487927189999997,3D1,0000010000001011000000000000000000000000001011000000000000000000,040B0000002C0000
30,3.0490310189999996,589,0000000000000000011101111010000000000000011010000011000010101111,000077A0006830AF
31,3.051519155,263,1001010101111000000000000000000000000000000000000000000000001101,957800000000000D
32,3.0521215789999996,1.00E+05,0100011000000000000010001000000011100010010000000001000100000001,46000880E2401101
33,3.0526518819999997,348,000000000000000000000000000000000000001000000010,000000000202
34,3.05357176,C1,1001100000000000000000000000000000011000000000000000000010110000,98000000180000B0
35,3.05381006,C5,1001100000000001000000000000000000011000000000000000000010110001,98010000180000B1
36,3.054052233,230,0000000000000001010000000000000000000000000000000000100001001001,0001400000000849
37,3.05426079,34A,000000000000000000000000000000000000001000000010,000000000202
38,3.0571291439999997,191,0110011010110000000001101010000000000110101011110000000001110001,66B006A006AF0071
39,3.0573694110000003,C9,1000010000001011011100000000000000000000100000010100000011000000,840B7000008140C0
40,3.0575419060000004,140,00000000000110000000000000000000,00180000
41,3.057782173,C9,1000010000001011011100000000000000000000100000010100000011000000,840B7000008140C0
42,3.058018505,194,0000010011010100111111100011110100101111100100010000000000000000,04D4FE3D2F910000
43,3.058246553,19B,0111011010100000100001110010001001101010101000000000000011001001,76A087226AA000C9
44,3.058482408,19D,0000101100110000010011111111111100000000010110101010000010000011,0B304FFF005AA083
45,3.0587188,19E,0100000000000000000000000000000100001010111100000000000000111011,400000010AF0003B
46,3.0589571,1C3,0000011010110000000001100111111000000000000000000000000100000000,06B0067E00000100
47,3.059197306,1F5,0100000000001101000011010000000000000000000000000000000001011010,400D0D000000005A
48,3.059441506,3D1,0000010000001011000000000000000000000000001011000000000000000000,040B0000002C0000
49,3.059691965,3.00E+09,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000
50,3.059928298,589,0100000000000000011101111010000000000000011010000011000011101111,400077A0006830EF
51,3.06200838,1.00E+05,0100011000000000000010001000000011110010010000000001001000010010,46000880F2401212
52,3.062588453,348,000000000000000000000000000000000000001100000011,000000000303
53,3.063542842,C1,1101100000000000000000000000000000011000000000000000000011110000,D8000000180000F0
54,3.063780665,C5,1101100000000001000000000000000000011000000000000000000011110001,D8010000180000F1
55,3.0640248060000004,128,0000111111100101000000010111011100000000000000000000000001101100,0FE501770000006C
56,3.064504921,34A,000000000000000000000000000000000000001100000011,000000000303
57,3.064751029,1C6,0001000000000000000100000000000000000000000000000000000000100000,1000100000000020
58,3.064997613,1.00E+09,0000111111111010000000000000000000000000000000000000000000001001,0FFA000000000009
59,3.06523931,269,0000000000000000000101010101000001100000000000000100000000000101,0000155060004005
60,3.067125856,191,1010011010110000000001101010000000000110101011110000000010110001,A6B006A006AF00B1
61,3.067366123,C9,1000010000001011011100000000000000000000100000011000000000000000,840B700000818000
62,3.0675981039999995,19B,1011011010100000100001110010001001101010101000000000000000001001,B6A087226AA00009
63,3.067838311,C9,1000010000001011011100000000000000000000100000011000000000000000,840B700000818000
64,3.0680727360000004,19D,0000101100101000100011111111111100000000010110101010000010111011,0B288FFF005AA0BB
65,3.068313002,19E,1000000000000000000000000000000100001010111100000000000001111011,800000010AF0007B
66,3.0685532089999996,1F5,1000000000001101000011010000000000000000000000000000000010011010,800D0D000000009A
67,3.0687974089999996,3D1,0000010000001011000000000000000000000000001011000000000000000000,040B0000002C0000
68,3.069035708,589,1000000000000000011101111010000000000000011010000011000000101111,800077A00068302F
69,3.071463823,263,1101010101111000000000000000000000000000000000000000000001001101,D57800000000004D
70,3.0721482030000002,1.00E+05,0100011000000000000010001000000000000010010000000001001100100011,4600088002401323
71,3.0726302260000002,348,000000000000000000000000000000000000000000000000,000000000000
72,3.073324382,34A,000000000000000000000000000000000000000000000000,000000000000
73,3.07357043,C1,0001100000000000000000000000000000011000000000000000000000110000,1800000018000030
74,3.073812663,C5,0001100000000001000000000000000000011000000000000000000000110001,1801000018000031
75,3.0771290060000003,191,1110011010110000000001101010000000000110101011110000000011110001,E6B006A006AF00F1
76,3.077367305,C9,1000010000001011011100000000000000000000100000011100000001000000,840B70000081C040
77,3.07759732,19B,1111011010100000100001110010001001101010101100000000000001011001,F6A087226AB00059
78,3.0778356189999996,C9,1000010000001011011100000000000000000000100000011100000001000000,840B70000081C040
79,3.078069567,19D,0000101100100100110011111111111100000000010110101010000011110111,0B24CFFF005AA0F7
80,3.0783058999999997,19E,1100000000000000000000000000000100001010111100000000000010111011,C00000010AF000BB
81,3.078544199,1C3,0000011010110000000001100111111000000000000000000000000100000000,06B0067E00000100
82,3.0787839289999996,1F5,1100000000001101000011010000000000000000000000000000000011011010,C00D0D00000000DA
83,3.079028606,3D1,0000010000001011000000000000000000000000001011000000000000000000,040B0000002C0000
84,3.079278588,3.00E+05,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000
85,3.079522729,4C9,0000000001101010000000000000000010001101000000000000000000000000,006A00008D000000
86,3.079761028,589,1100000000000000011101111001000000000000011010000011000001011111,C00077900068305F
87,3.081552982,60C,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000
88,3.081839084,481,0000000000000000000000000000000001100100011001000000000000000000,0000000064640000
89,3.0820735089999998,1.00E+05,0100011000000000000010001000000000010010010000000001001000110010,4600088012401232
90,3.082583785,348,000000000000000000000000000000000000000100000001,000000000101
91,3.083497762,C1,0101100000000000000000000000000000011000000000000000000001110000,5800000018000070
92,3.0837399960000003,C5,0101100000000001000000000000000000011000000000000000000001110001,5801000018000071
93,3.083980262,128,0100111111100101000000010111100000000000000000000000000010101101,4FE50178000000AD
94,3.084492504,1C6,0001000000000000000100000000000000000000000000000000000100100001,1000100000000121
95,3.0847346780000002,12A,0000000000000000101010100010000000000000000000000000000000000000,0000AA2000000000
96,3.084974944,1.00E+09,0000111111111011000000000000000000000000000000000000000100001011,0FFB00000000010B
97,3.0852132439999997,269,0100000000000000000101010101000001100000000000000100000001000101,4000155060004045
98,3.08542329,34A,000000000000000000000000000000000000000100000001,000000000101
99,3.08681941,621,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000
100,3.0871298310000004,191,0010011010110000000001101010000000000110101011110000000000110001,26B006A006AF0031
101,3.087370574,C9,1000010000001011011100000000000000000000100000010000000010000000,840B700000810080
102,3.0875425930000002,140,00000000000110000000000000000000,00180000
103,3.087782859,C9,1000010000001011011100000000000000000000100000010000000010000000,840B700000810080
104,3.088014781,19B,0011011010100000100001110010001001101010101100000000000010011001,36A087226AB00099
105,3.0882492060000004,19D,0000101100100000000011111111111100000000010110101010000000110011,0B200FFF005AA033
106,3.088489472,19E,0000000000000000000000000000000100001010111100000000000011111011,000000010AF000FB
107,3.088733613,1F5,0000000000001101000011010000000000000000000000000000000000011010,000D0D000000001A
108,3.0889777539999996,3D1,0000010000001011000000000000000000000000001011000000000000000000,040B0000002C0000
109,3.089216053,589,0000000000000000011101111001000000000000011010000011000010011111,000077900068309F
110,3.091472625,1F1,0010000011000000000000000000000000000000000000000000000011100000,20C00000000000E0
111,3.0917147989999996,263,0001010101111000000000000000000000000000000000000000000010001101,157800000000008D
112,3.092147111,1.00E+05,0100011000000000000010001000000000100010010000000001010001000100,4600088022401444
113,3.092653036,348,000000000000000000000000000000000000001000000010,000000000202
114,3.093339383,34A,000000000000000000000000000000000000001000000010,000000000202
115,3.093581557,C1,1001100000000000000000000000000000011000000000000000000010110000,98000000180000B0
116,3.093819856,C5,1001100000000001000000000000000000011000000000000000000010110001,98010000180000B1
117,3.0971298810000003,191,0110011010101110000001101010000000000110101011110000000001101111,66AE06A006AF006F
118,3.097366273,C9,1000010000001011011111100000000000000000100000010100000011001110,840B7E00008140CE
119,3.0975947969999997,19B,0111011010100000100001110010001001101010101100000000000011011001,76A087226AB000D9
120,3.097830653,19D,0000101100100000010011111111111100000000010110101010000001110011,0B204FFF005AA073
121,3.098067045,C9,1000010000001011011111100000000000000000100000010100000011001110,840B7E00008140CE
122,3.0983033769999997,19E,0100000000000000000000000000000100001010111100000000000000111011,400000010AF0003B
123,3.098543644,1C3,0000011010101110000001100111111000000000000000000000000100000000,06AE067E00000100
124,3.0987833730000003,1F5,0100000000001101000011010000000000000000000000000000000001011010,400D0D000000005A
125,3.09902805,3D1,0000010000001011000000000000000000000000001011000000000000000000,040B0000002C0000
126,3.09926778,565,1110001100111000001010010000000000000000000000000000000000000000,E338290000000000
127,3.099504113,589,0100000000000000011101111001000000000000011010000011000011011111,40007790006830DF
128,3.102012217,1.00E+05,0100011000000000000001111000000000110010010000000001010101010100,4600078032401554
129,3.102556705,348,000000000000000000000000000000000000001100000011,000000000303
130,3.1034770010000003,C1,1101100000000000000000000000000000011000000000000000000011110000,D8000000180000F0
131,3.1037152999999997,C5,1101100000000001000000000000000000011000000000000000000011110001,D8010000180000F1
132,3.1039511560000004,128,1000111111100101000000010111011100000000000000000000000011101100,8FE50177000000EC
133,3.104525387,17D,0000000000001000000000000000000000000000000010000000000000000000,0008000000080000
134,3.104771912,1C6,0001000000000000000100000000000000000000000000000000001000100010,1000100000000222
135,3.105014145,1.00E+09,0000111111111010000000000000000000000000000000000000001000001011,0FFA00000000020B
136,3.105222225,34A,000000000000000000000000000000000000001100000011,000000000303
137,3.105454206,52A,0100000010000101000000000000010010101000101001101010101001111000,40850004A8A6AA78
138,3.1056988239999996,230,0000000000000001011000000000000000000000000000000000100001101001,0001600000000869
139,3.1059346789999998,269,1000000000000000000101010101000001100000000000000100000010000101,8000155060004085
140,3.107132852,191,1010011010101110000001101010000000000110101011110000000010101111,A6AE06A006AF00AF
141,3.107373595,C9,1000010000001011011111100000000000000000100000011000000000001110,840B7E000081800E
142,3.107609987,194,0000010011010001111111010011110100101111100100010000000000000000,04D1FD3D2F910000
143,3.1078497169999997,C9,1000010000001011011111100000000000000000100000011000000000001110,840B7E000081800E
144,3.108080208,19B,1011011010100000100001110010001001101010101100000000000000011001,B6A087226AB00019
145,3.108312189,19D,0000101100011000100011111111111100000000010110101010000010101011,0B188FFF005AA0AB
146,3.108552455,19E,1000000000000000000000000000000100001010111100000000000001111011,800000010AF0007B
147,3.108792662,1F5,1000000000001101000011010000000000000000000000000000000010011010,800D0D000000009A
148,3.10903728,3D1,0000010000001011000000000000000000000000001011000000000000000000,040B0000002C0000
149,3.1092755789999997,589,1000000000000000011101111001000000000000011010000011000000011111,800077900068301F
150,3.1114336839999996,263,0101010101111000000000000000000000000000000000000000000011001101,55780000000000CD
151,3.112120032,1.00E+05,0100011000000000000010001000000001000010010000000001010101100101,4600088042401565
152,3.112651765,348,000000000000000000000000000000000000000000000000,000000000000
153,3.113346397,34A,000000000000000000000000000000000000000000000000,000000000000
154,3.113592505,C1,0001100000000000000000000000000000011000000000000000000000110000,1800000018000030
155,3.1138346789999996,C5,0001100000000001000000000000000000011000000000000000000000110001,1801000018000031
156,3.117125213,191,1110011010101110000001101010000000000110101011110000000011101111,E6AE06A006AF00EF
157,3.117363512,C9,1000010000001011011111100000000000000000100000011100000001001110,840B7E000081C04E
158,3.117535531,140,00000000000110000000000000000000,00180000
159,3.11777383,C9,1000010000001011011111100000000000000000100000011100000001001110,840B7E000081C04E
160,3.118003845,19B,1111011010100000100001110010001001101010101100000000000001011001,F6A087226AB00059
161,3.1182401769999997,19D,0000101100011000110011111111111100000000010110101010000011101011,0B18CFFF005AA0EB
162,3.11847651,19E,1100000000000000000000000000000100001010111100000000000010111011,C00000010AF000BB
163,3.1187167760000003,1C3,0000011010101110000001100111111000000000000000000000000100000000,06AE067E00000100
164,3.1189565060000004,1F5,1100000000001101000011010000000000000000000000000000000011011010,C00D0D00000000DA
165,3.119201183,3D1,0000010000001011000000000000000000000000001011000000000000000000,040B0000002C0000
166,3.1194394819999998,589,1100000000000000011101111001000000000000011010000011000001011111,C00077900068305F
167,3.122043609,1.00E+05,0100011000000000000010001000000001010010010000000001001101110011,4600088052401373
168,3.12259978,348,000000000000000000000000000000000000000100000001,000000000101
169,3.1234498619999997,C1,0101100000000000000000000000000000011000000000000000000001110000,5800000018000070
170,3.123692095,C5,0101100000000001000000000000000000011000000000000000000001110001,5801000018000071
171,3.123934269,128,1100111111100101000000010111011100000000000000000000000000101100,CFE501770000002C
172,3.124444604,1C6,0001000000000000000100000000000000000000000000000000001100100011,1000100000000323
173,3.124686837,1.00E+09,0000111111111000000000000000000000000000000000000000001100001010,0FF800000000030A
174,3.1249231689999997,269,1100000000000000000101010101000001100000000000000100000011000101,C0001550600040C5
175,3.1251331560000004,34A,000000000000000000000000000000000000000100000001,000000000101
176,3.1271337860000004,191,0010011010101110000001101010000000000110101011100000000000101110,26AE06A006AE002E
177,3.1273720860000003,C9,1000010000001011011111100000000000000000100000010000000010001110,840B7E000081008E
178,3.127604067,19B,0011011010100000100001110010001001101010101100000000000010011001,36A087226AB00099
179,3.1278423660000003,C9,1000010000001011011111100000000000000000100000010000000010001110,840B7E000081008E
